Class,Host_Packets_1,Host_Packets_2,HH_Packets_1,HH_Packets_2,HH_Jitter_1,HH_Jitter_2
2,110.0441964,268.3253251,1,1,1,1
2,106.7441382,267.1947562,1,1,1,1
2,107.7434326,268.194403,1,1,1,1
2,108.7419191,269.1936495,1,1,1,1
2,109.7415597,270.1934716,1,1,1,1
2,110.741197,271.193293,1,1,1,1
2,111.7403735,272.1928896,1,1,1,1
2,112.7400041,273.1927097,1,1,1,1
2,113.7396315,274.1925291,1,1,1,1
2,114.7392556,275.1923478,1,1,1,1
2,115.7388763,276.1921659,1,1,1,1
2,112.8633823,275.3172339,1,1,1,1
2,113.8630093,276.3170519,1,1,1,1
2,114.8630093,277.3170519,1,1,1,1
2,115.8626297,278.3168686,1,1,1,1
2,116.8626297,279.3168686,1,1,1,1
2,117.8626297,280.3168686,1,1,1,1
2,118.8626297,281.3168686,1,1,1,1
2,119.8626297,282.3168686,1,1,1,1
2,120.8622335,283.3166819,1,1,1,1
2,121.8622335,284.3166819,1,1,1,1
2,122.8478351,285.309963,1,1,1,1
2,123.8478351,286.309963,1,1,1,1
2,124.8478351,287.309963,1,1,1,1
2,125.8478351,288.309963,1,1,1,1
2,126.8474191,289.3097724,1,1,1,1
2,127.8474191,290.3097724,1,1,1,1
2,128.8474191,291.3097724,1,1,1,1
2,129.8474191,292.3097724,1,1,1,1
2,130.8469899,293.3095792,1,1,1,1
2,131.8469899,294.3095792,1,1,1,1
2,132.8387104,295.3058828,1,1,1,1
2,133.8387104,296.3058828,1,1,1,1
2,134.8382681,297.3056869,1,1,1,1
2,135.8382681,298.3056869,1,1,1,1
2,136.8382681,299.3056869,1,1,1,1
2,137.8382681,300.3056869,1,1,1,1
2,138.8382681,301.3056869,1,1,1,1
2,139.8378092,302.3054878,1,1,1,1
2,140.8378092,303.3054878,1,1,1,1
2,141.8378092,304.3054878,1,1,1,1
2,142.829371,305.301867,1,1,1,1
2,143.829371,306.301867,1,1,1,1
2,144.829371,307.301867,1,1,1,1
2,145.8288923,308.3016638,1,1,1,1
2,146.8288923,309.3016638,1,1,1,1
2,147.4289472,310.1329794,1,1,1,1
2,6.34913743,160.7673934,1,1,1,1
2,7.34909546,161.7671809,1,1,1,1
2,8.349040808,162.7669403,1,1,1,1
2,9.349013213,163.7668327,1,1,1,1
2,10.34898231,164.7667244,1,1,1,1
2,11.34894811,165.7666155,1,1,1,1
2,12.3489106,166.7665059,1,1,1,1
2,13.34885958,167.7663681,1,1,1,1
2,14.28812301,168.613424,1,1,1,1
2,15.28796953,169.6130617,1,1,1,1
2,16.287919,170.6129496,1,1,1,1
2,17.28786517,171.6128368,1,1,1,1
2,18.27888231,172.594999,1,1,1,1
2,19.12614529,173.3055918,1,1,1,1
2,20.12601886,174.3053626,1,1,1,1
2,21.12586919,175.3051034,1,1,1,1
2,22.12579936,176.3049875,1,1,1,1
2,23.12572623,177.304871,1,1,1,1
2,24.1256498,178.3047538,1,1,1,1
2,25.12557006,179.3046359,1,1,1,1
2,26.12546625,180.3044877,1,1,1,1
2,26.93682939,181.0433576,1,1,1,1
2,27.93665133,182.0431182,1,1,1,1
2,28.93644357,183.0428475,1,1,1,1
2,29.93634793,184.0427265,1,1,1,1
2,30.93624899,185.0426048,1,1,1,1
2,31.93614674,186.0424825,1,1,1,1
2,32.93604118,187.0423595,1,1,1,1
2,33.93590511,188.042205,1,1,1,1
2,34.77787007,188.8667403,1,1,1,1
2,35.77761144,189.8664594,1,1,1,1
2,36.77749319,190.8663338,1,1,1,1
2,37.38875854,191.4611292,1,1,1,1
2,38.38851139,192.460876,1,1,1,1
2,39.38838451,193.4607488,1,1,1,1
2,40.38809159,194.4604611,1,1,1,1
2,41.3879581,195.4603325,1,1,1,1
2,42.3878213,196.4602033,1,1,1,1
2,43.38768121,197.4600735,1,1,1,1
2,44.3875378,198.4599429,1,1,1,1
2,45.38735442,199.4597789,1,1,1,1
2,46.36189676,200.4373986,1,1,1,1
2,47.36159029,201.4371336,1,1,1,1
2,48.36139462,202.4369672,1,1,1,1
2,49.36123478,203.4368334,1,1,1,1
2,50.36107163,204.4366989,1,1,1,1
2,51.23958318,205.3379691,1,1,1,1
2,52.23848238,206.3370868,1,1,1,1
2,53.02207373,207.165844,1,1,1,1
2,54.02167943,208.1655359,1,1,1,1
2,55.02150088,209.1653983,1,1,1,1
2,55.73564075,209.9476046,1,1,1,1
2,56.73527232,210.947327,1,1,1,1
2,57.73503792,211.9471527,1,1,1,1
2,58.73465627,212.9468725,1,1,1,1
2,59.24368123,213.5896628,1,1,1,1
2,60.2430938,214.5892392,1,1,1,1
2,61.24289468,215.5890973,1,1,1,1
2,62.24264166,216.5889192,1,1,1,1
2,63.24223021,217.5886328,1,1,1,1
2,64.24223021,218.5886328,1,1,1,1
2,65.24180555,219.5883439,1,1,1,1
2,66.241536,220.5881624,1,1,1,1
2,67.00986523,221.4336507,1,1,1,1
2,67.70425755,222.2313055,1,1,1,1
2,68.70375406,223.230975,1,1,1,1
2,69.70352698,224.2308274,1,1,1,1
2,70.70306621,225.230531,1,1,1,1
2,71.35474088,226.0081684,1,1,1,1
2,72.35421024,227.0078323,1,1,1,1
2,73.35397109,228.0076822,1,1,1,1
2,74.3534862,229.0073808,1,1,1,1
2,75.22347437,229.9272379,1,1,1,1
2,75.84873493,230.6976952,1,1,1,1
2,76.84817088,231.697352,1,1,1,1
2,77.84766288,232.6970457,1,1,1,1
2,78.84740558,233.6968919,1,1,1,1
2,79.19347264,234.3079593,1,1,1,1
2,80.19288371,235.3076108,1,1,1,1
2,81.1923536,236.3072997,1,1,1,1
2,82.1923536,237.3072997,1,1,1,1
2,83.19181029,238.306986,1,1,1,1
2,84.19153532,239.3068285,1,1,1,1
2,85.19118749,240.3066307,1,1,1,1
2,86.19090591,241.3064719,1,1,1,1
2,86.93830624,242.1648664,1,1,1,1
2,87.29075092,242.8030364,1,1,1,1
2,88.2901739,243.8027154,1,1,1,1
2,89.28959027,244.802393,1,1,1,1
2,90.28959027,245.802393,1,1,1,1
2,91.28891882,246.8020275,1,1,1,1
2,92.28763649,247.8013341,1,1,1,1
2,93.28733146,248.8011703,1,1,1,1
2,94.2867148,249.8008414,1,1,1,1
2,95.28640316,250.8006762,1,1,1,1
2,96.15437779,251.7311376,1,1,1,1
2,96.65418255,252.4686898,1,1,1,1
2,97.65346377,253.4683143,1,1,1,1
2,98.65281824,254.4679792,1,1,1,1
2,99.65249218,255.467811,1,1,1,1
3,65.71017245,208.8916995,1.000029454,1.124116009,1.000029454,1.124116009
3,66.43157448,209.7142665,1.000029423,1.124090536,1.000029423,1.124090536
3,67.42948861,210.7129495,1.000029856,1.124453529,1.000029856,1.124453529
3,68.42714855,211.711487,1.000029928,1.124513147,1.000029928,1.124513147
3,69.42618736,212.7108922,1.000029991,1.124565279,1.000029991,1.124565279
3,69.04220216,212.8559854,1.000000001,1.01732887,1.000000001,1.01732887
3,69.87655892,213.7537521,1.000029763,1.12437546,1.000029763,1.12437546
3,70.87442262,214.7524451,1.000030841,1.125263949,1.000030841,1.125263949
3,69.57936188,214.343246,1.000029847,1.124445837,1.000029847,1.124445837
3,69.64879012,214.7668179,1.000029448,1.124111353,1.000029448,1.124111353
3,70.64758157,215.7660726,1.000029448,1.12411125,1.000029448,1.12411125
3,71.64542169,216.7647533,1.000029548,1.124195782,1.000029548,1.124195782
3,72.64542169,217.7647533,1.000029618,1.124254332,1.000029618,1.124254332
3,73.64266052,218.7630978,1.000029682,1.124307753,1.000029682,1.124307753
3,74.64107842,219.7621579,1.000029754,1.124367897,1.000029754,1.124367897
3,75.63799471,220.760342,1.000029822,1.124424965,1.000029822,1.124424965
3,76.63586976,221.7591016,1.000029886,1.124478274,1.000029886,1.124478274
3,77.63453997,222.758332,1.000029953,1.124533684,1.000029953,1.124533684
3,78.63267967,223.7572644,1.000030026,1.12459507,1.000030026,1.12459507
3,77.54824551,223.5581881,1.000029991,1.124565897,1.000029991,1.124565897
3,78.54504168,224.5563408,1.000030097,1.124653231,1.000030097,1.124653231
3,79.54257547,225.5549306,1.000030385,1.124891142,1.000030385,1.124891142
3,80.54231257,226.5547815,1.000030444,1.124939633,1.000030444,1.124939633
3,79.23866675,226.2437254,1.000029943,1.124525576,1.000029943,1.124525576
3,80.03347365,227.1264296,1.000029951,1.12453212,1.000029951,1.12453212
3,81.03155587,228.1253411,1.000030039,1.124605798,1.000030039,1.124605798
3,69.38445879,221.5129903,1.000030271,1.124797061,1.000030271,1.124797061
3,70.15950912,222.3691713,1.000030231,1.124764542,1.000030231,1.124764542
3,71.15759605,223.3679586,1.000030265,1.124792071,1.000030265,1.124792071
3,72.15730207,224.367774,1.000030362,1.124872093,1.000030362,1.124872093
3,70.210513,223.5045189,1.00002932,1.124003535,1.00002932,1.124003535
3,70.45634121,224.0222841,1.000029078,1.123798163,1.000029078,1.123798163
3,71.45418718,225.0209143,1.000029374,1.12404918,1.000029374,1.12404918
3,72.45318347,226.0202821,1.000029375,1.124049426,1.000029375,1.124049426
3,73.45090853,227.0188628,1.000029375,1.124049693,1.000029375,1.124049693
3,74.44890572,228.0176247,1.000029377,1.124051251,1.000029377,1.124051251
3,75.44835207,229.0172856,1.000029441,1.124105241,1.000029441,1.124105241
3,76.44654415,230.016188,1.000029502,1.124156361,1.000029502,1.124156361
3,77.44256471,231.0137932,1.000029576,1.1242191,1.000029576,1.1242191
3,78.44070901,232.0126861,1.000029644,1.124275956,1.000029644,1.124275956
3,79.44012567,233.012341,1.000029724,1.124343318,1.000029724,1.124343318
3,80.43736879,234.0107237,1.000029781,1.124390384,1.000029781,1.124390384
3,80.3651861,234.3835257,1.000029983,1.12455933,1.000029983,1.12455933
3,80.96179292,235.1477541,1.000030088,1.124646227,1.000030088,1.124646227
3,81.95925083,236.1462774,1.000030175,1.124717953,1.000030175,1.124717953
3,82.95782866,237.1454579,1.000030087,1.124645362,1.000030087,1.124645362
3,83.95467553,238.1436551,1.000030326,1.124842422,1.000030326,1.124842422
3,84.95321874,239.1428287,1.000030326,1.124842401,1.000030326,1.124842401
3,83.44966632,238.7164165,1.000029489,1.12414602,1.000029489,1.12414602
3,83.22780002,239.0132309,1.000029375,1.124049857,1.000029375,1.124049857
3,84.22663093,240.0125594,1.000029375,1.124049426,1.000029375,1.124049426
3,85.22370794,241.0108935,1.000029436,1.124100852,1.000029436,1.124100852
3,86.22138411,242.0095792,1.000029507,1.124160588,1.000029507,1.124160588
3,87.2183919,243.0078994,1.00002957,1.124213948,1.00002957,1.124213948
3,88.21774329,244.007538,1.000029642,1.124273964,1.000029642,1.124273964
3,89.2146818,245.0058444,1.000029705,1.124326777,1.000029705,1.124326777
3,90.21040627,246.003496,1.000029768,1.124379715,1.000029768,1.124379715
3,91.20787193,247.0021137,1.000029835,1.124435925,1.000029835,1.124435925
3,92.20659074,248.0014198,1.000029907,1.12449537,1.000029907,1.12449537
3,93.20499077,249.0005591,1.000029969,1.124547062,1.000029969,1.124547062
3,92.09756302,248.8642206,1.000030046,1.124611482,1.000030046,1.124611482
3,92.8276527,249.7181801,1.000030052,1.124616259,1.000030052,1.124616259
3,93.82565844,250.7171071,1.000030156,1.12470229,1.000030156,1.12470229
3,94.82240233,251.7153669,1.000030243,1.12477448,1.000030243,1.12477448
3,95.29811951,252.4363972,1.02989586,1.971664405,1.02989586,1.971664405
3,93.32508201,251.8413027,1.000029591,1.124231336,1.000029591,1.124231336
3,94.32469644,252.8410946,1.000029745,1.124360477,1.000029745,1.124360477
3,95.32079951,253.8390054,1.00002983,1.124431524,1.00002983,1.124431524
3,96.32079951,254.8390054,1.000029904,1.124493559,1.000029904,1.124493559
3,88.6268499,251.0629358,1.000030158,1.124704392,1.000030158,1.124704392
3,89.28070091,251.8665139,1.000030616,1.125080776,1.000030616,1.125080776
3,87.39117717,251.214683,1.000029627,1.124261909,1.000029627,1.124261909
3,87.58893552,251.7517552,1.000029794,1.124401875,1.000029794,1.124401875
3,88.58799466,252.7512144,1.00002989,1.124481483,1.00002989,1.124481483
3,89.58616468,253.7501701,1.000030025,1.124593876,1.000030025,1.124593876
3,88.52988962,253.5744578,1.000030523,1.125004669,1.000030523,1.125004669
3,85.62448556,252.2966675,1.000029354,1.124031818,1.000029354,1.124031818
3,86.45605144,253.1973295,1.00002936,1.124036963,1.00002936,1.124036963
3,85.55779733,253.0755792,1.000000001,1.017397911,1.000000001,1.017397911
3,86.35337686,253.9545304,1.000000001,1.017390646,1.000000001,1.017390646
3,66.57875174,241.3547608,1.000029882,1.12447527,1.000029882,1.12447527
3,67.15895061,242.0496259,1.000029922,1.124508147,1.000029922,1.124508147
3,68.15661993,243.0479458,1.00003,1.124573308,1.00003,1.124573308
3,69.15476148,244.0466204,1.000030086,1.124644662,1.000030086,1.124644662
3,62.09135172,239.069811,1.000026655,1.121661786,1.000026655,1.121661786
3,59.75524393,237.4437518,1.000000001,1.017249855,1.000000001,1.017249855
3,60.75336769,238.4422607,1.000000001,1.017250744,1.000000001,1.017250744
3,61.7516609,239.440921,1.000000001,1.017251756,1.000000001,1.017251756
3,50.88543858,230.4369732,1.000029059,1.123781715,1.000029059,1.123781715
3,49.58709431,229.3166813,1.000027821,1.122708747,1.000027821,1.122708747
3,50.58484081,230.314597,1.000028298,1.123126651,1.000028298,1.123126651
3,51.58325251,231.3131506,1.000028298,1.123126814,1.000028298,1.123126814
3,40.0155182,219.7489895,1.000028886,1.123634049,1.000028886,1.123634049
3,41.01399726,220.747319,1.000028985,1.123718236,1.000028985,1.123718236
3,42.01369225,221.7469906,1.00002947,1.124129506,1.00002947,1.124129506
3,42.39969271,222.0950341,1.000029102,1.123817825,1.000029102,1.123817825
3,43.39177561,223.0867393,1.000029378,1.124052009,1.000029378,1.124052009
3,32.91714091,210.7959343,1.000029586,1.124227723,1.000029586,1.124227723
3,33.91325164,211.7909528,1.000029696,1.124319463,1.000029696,1.124319463
3,34.912439,212.7899378,1.00003006,1.124622644,1.00003006,1.124622644
3,35.91194858,213.78934,1.000030124,1.124675934,1.000030124,1.124675934
3,36.91082099,214.7879974,1.000030198,1.12473704,1.000030198,1.12473704
3,27.12650517,201.4451405,1.000029734,1.124351599,1.000029734,1.124351599
3,28.12632586,202.4448741,1.000030071,1.124632138,1.000030071,1.124632138
3,29.12534977,203.443469,1.000030203,1.124741039,1.000030203,1.124741039
3,30.12453153,204.4423259,1.000030138,1.124687597,1.000030138,1.124687597
3,31.12306295,205.4403325,1.000030267,1.124794298,1.000030267,1.124794298
3,30.9492431,204.8667565,1.000029494,1.124150411,1.000029494,1.124150411
3,31.77041667,205.6294611,1.00002939,1.124062322,1.00002939,1.124062322
3,32.76931412,206.6280339,1.000029565,1.12420937,1.000029565,1.12420937
3,33.76806859,207.6264631,1.000029564,1.124208939,1.000029564,1.124208939
3,34.76806859,208.6264631,1.000029793,1.124400991,1.000029793,1.124400991
3,35.76709183,209.6252909,1.000029793,1.124401074,1.000029793,1.124401074
3,36.76537773,210.6232816,1.000029792,1.124400148,1.000029792,1.124400148
3,27.71421232,198.5909473,1.000029466,1.12412606,1.000029466,1.12412606
3,28.71286125,199.5890109,1.000029536,1.124185438,1.000029536,1.124185438
3,29.71245792,200.5884502,1.000029618,1.124254394,1.000029618,1.124254394
3,30.71226151,201.588185,1.000029698,1.124321271,1.000029698,1.124321271
3,31.07093839,201.7391642,1.000029173,1.123878531,1.000029173,1.123878531
3,23.84558411,190.7054451,1.000029692,1.124316258,1.000029692,1.124316258
3,24.84509153,191.7046572,1.000030212,1.124748976,1.000030212,1.124748976
3,25.84422931,192.7033266,1.000030212,1.124748811,1.000030212,1.124748811
3,26.11558108,192.6042512,1.000029361,1.124038172,1.000029361,1.124038172
3,26.82477109,193.1733789,1.000029335,1.124015646,1.000029335,1.124015646
3,20.85526011,182.8926656,1.000029703,1.1243254,1.000029703,1.1243254
3,21.62996315,183.4957933,1.000029514,1.124166764,1.000029514,1.124166764
3,22.59048258,184.4287584,1.000029562,1.124207215,1.000029562,1.124207215
3,22.65154725,183.8695214,1.000028969,1.123704763,1.000028969,1.123704763
3,23.65107933,184.8687617,1.000029111,1.123826236,1.000029111,1.123826236
3,24.65025855,185.8674786,1.000029177,1.12388195,1.000029177,1.12388195
3,25.64983082,186.8668335,1.000029241,1.123936398,1.000029241,1.123936398
3,26.64913141,187.8658145,1.00002931,1.12399501,1.00002931,1.12399501
3,27.64829466,188.8646347,1.000029377,1.124051312,1.000029377,1.124051312
3,28.64763215,189.8637296,1.000029446,1.124109732,1.000029446,1.124109732
3,29.64663796,190.8624117,1.000029579,1.124221605,1.000029579,1.124221605
